,identifier,source,annotation
4359,FIS_ECOLI,Gene Ontology (biological process), provirus excision [GO:0032359]
4360,FIS_ECOLI,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
4361,FIS_ECOLI,Gene Ontology (biological process), response to radiation [GO:0009314]
4362,P0A6S0,Gene Ontology (biological process),bacterial-type flagellum-dependent cell motility [GO:0071973]
4363,P0A6S0,Gene Ontology (cellular component),"bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]"
4364,P0A6S0,Gene Ontology (molecular function),cytoskeletal motor activity [GO:0003774]
4365,P0A6S0,Gene Ontology (cellular component), cell outer membrane [GO:0009279]
4366,P0A6S0,Gene Ontology (biological process), response to osmotic stress [GO:0006970]
4367,FLGH_ECOLI,Gene Ontology (biological process),bacterial-type flagellum-dependent cell motility [GO:0071973]
4368,FLGH_ECOLI,Gene Ontology (cellular component),"bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]"
4369,FLGH_ECOLI,Gene Ontology (molecular function),cytoskeletal motor activity [GO:0003774]
4370,FLGH_ECOLI,Gene Ontology (cellular component), cell outer membrane [GO:0009279]
4371,FLGH_ECOLI,Gene Ontology (biological process), response to osmotic stress [GO:0006970]
4372,P0A6S7,Gene Ontology (biological process),carbohydrate metabolic process [GO:0005975]
4373,P0A6S7,Gene Ontology (cellular component),cytosol [GO:0005829]
4374,P0A6S7,Gene Ontology (molecular function),glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]
4375,P0A6S7,Gene Ontology (molecular function), NAD binding [GO:0051287]
4376,P0A6S7,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4377,P0A6S7,Gene Ontology (biological process), glycerol-3-phosphate biosynthetic process [GO:0046167]
4378,P0A6S7,Gene Ontology (biological process), glycerol-3-phosphate catabolic process [GO:0046168]
4379,P0A6S7,Gene Ontology (biological process), glycerol-3-phosphate metabolic process [GO:0006072]
4380,P0A6S7,Gene Ontology (biological process), glycerophospholipid biosynthetic process [GO:0046474]
4381,GPDA_ECOLI,Gene Ontology (biological process),carbohydrate metabolic process [GO:0005975]
4382,GPDA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4383,GPDA_ECOLI,Gene Ontology (molecular function),glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]
4384,GPDA_ECOLI,Gene Ontology (molecular function), NAD binding [GO:0051287]
4385,GPDA_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4386,GPDA_ECOLI,Gene Ontology (biological process), glycerol-3-phosphate biosynthetic process [GO:0046167]
4387,GPDA_ECOLI,Gene Ontology (biological process), glycerol-3-phosphate catabolic process [GO:0046168]
4388,GPDA_ECOLI,Gene Ontology (biological process), glycerol-3-phosphate metabolic process [GO:0006072]
4389,GPDA_ECOLI,Gene Ontology (biological process), glycerophospholipid biosynthetic process [GO:0046474]
4390,P0A6T1,Gene Ontology (biological process),cellular response to oxidative stress [GO:0034599]
4391,P0A6T1,Gene Ontology (cellular component),cytosol [GO:0005829]
4392,P0A6T1,Gene Ontology (molecular function),carbohydrate derivative binding [GO:0097367]
4393,P0A6T1,Gene Ontology (molecular function), glucose-6-phosphate isomerase activity [GO:0004347]
4394,P0A6T1,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4395,P0A6T1,Gene Ontology (molecular function), monosaccharide binding [GO:0048029]
4396,P0A6T1,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4397,P0A6T1,Gene Ontology (biological process), gluconeogenesis [GO:0006094]
4398,P0A6T1,Gene Ontology (biological process), glucose 6-phosphate metabolic process [GO:0051156]
4399,P0A6T1,Gene Ontology (biological process), glycolytic process [GO:0006096]
4400,G6PI_ECOLI,Gene Ontology (biological process),cellular response to oxidative stress [GO:0034599]
4401,G6PI_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4402,G6PI_ECOLI,Gene Ontology (molecular function),carbohydrate derivative binding [GO:0097367]
4403,G6PI_ECOLI,Gene Ontology (molecular function), glucose-6-phosphate isomerase activity [GO:0004347]
4404,G6PI_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4405,G6PI_ECOLI,Gene Ontology (molecular function), monosaccharide binding [GO:0048029]
4406,G6PI_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4407,G6PI_ECOLI,Gene Ontology (biological process), gluconeogenesis [GO:0006094]
4408,G6PI_ECOLI,Gene Ontology (biological process), glucose 6-phosphate metabolic process [GO:0051156]
4409,G6PI_ECOLI,Gene Ontology (biological process), glycolytic process [GO:0006096]
4410,P0A6T3,Gene Ontology (biological process),galactose catabolic process via UDP-galactose [GO:0033499]
4411,P0A6T3,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4412,P0A6T3,Gene Ontology (molecular function),ATP binding [GO:0005524]
4413,P0A6T3,Gene Ontology (molecular function), galactokinase activity [GO:0004335]
4414,P0A6T3,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
4415,P0A6T3,Gene Ontology (cellular component), cytosol [GO:0005829]
4416,P0A6T3,Gene Ontology (biological process), galactose metabolic process [GO:0006012]
4417,GAL1_ECOLI,Gene Ontology (biological process),galactose catabolic process via UDP-galactose [GO:0033499]
4418,GAL1_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4419,GAL1_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
4420,GAL1_ECOLI,Gene Ontology (molecular function), galactokinase activity [GO:0004335]
4421,GAL1_ECOLI,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
4422,GAL1_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4423,GAL1_ECOLI,Gene Ontology (biological process), galactose metabolic process [GO:0006012]
4424,P0A6T5,Gene Ontology (biological process),one-carbon metabolic process [GO:0006730]
4425,P0A6T5,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4426,P0A6T5,Gene Ontology (molecular function),GTP binding [GO:0005525]
4427,P0A6T5,Gene Ontology (molecular function), GTP cyclohydrolase I activity [GO:0003934]
4428,P0A6T5,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4429,P0A6T5,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4430,P0A6T5,Gene Ontology (cellular component), cytosol [GO:0005829]
4431,P0A6T5,Gene Ontology (cellular component), protein-containing complex [GO:0032991]
4432,P0A6T5,Gene Ontology (biological process), queuosine biosynthetic process [GO:0008616]
4433,P0A6T5,Gene Ontology (biological process), tetrahydrobiopterin biosynthetic process [GO:0006729]
4434,P0A6T5,Gene Ontology (biological process), tetrahydrofolate biosynthetic process [GO:0046654]
4435,GCH1_ECOLI,Gene Ontology (biological process),one-carbon metabolic process [GO:0006730]
4436,GCH1_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4437,GCH1_ECOLI,Gene Ontology (molecular function),GTP binding [GO:0005525]
4438,GCH1_ECOLI,Gene Ontology (molecular function), GTP cyclohydrolase I activity [GO:0003934]
4439,GCH1_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4440,GCH1_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4441,GCH1_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4442,GCH1_ECOLI,Gene Ontology (cellular component), protein-containing complex [GO:0032991]
4443,GCH1_ECOLI,Gene Ontology (biological process), queuosine biosynthetic process [GO:0008616]
4444,GCH1_ECOLI,Gene Ontology (biological process), tetrahydrobiopterin biosynthetic process [GO:0006729]
4445,GCH1_ECOLI,Gene Ontology (biological process), tetrahydrofolate biosynthetic process [GO:0046654]
4446,P0A6T9,Gene Ontology (biological process),glycine decarboxylation via glycine cleavage system [GO:0019464]
4447,P0A6T9,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4449,P0A6T9,Gene Ontology (cellular component), cytosol [GO:0005829]
4450,P0A6T9,Gene Ontology (cellular component), glycine cleavage complex [GO:0005960]
4451,P0A6T9,Gene Ontology (biological process), one-carbon metabolic process [GO:0006730]
4452,GCSH_ECOLI,Gene Ontology (biological process),glycine decarboxylation via glycine cleavage system [GO:0019464]
4453,GCSH_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4455,GCSH_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4456,GCSH_ECOLI,Gene Ontology (cellular component), glycine cleavage complex [GO:0005960]
4457,GCSH_ECOLI,Gene Ontology (biological process), one-carbon metabolic process [GO:0006730]
4458,P0A6U3,Gene Ontology (biological process),regulation of cytoplasmic translational fidelity [GO:0140018]
4459,P0A6U3,Gene Ontology (cellular component),cytosol [GO:0005829]
4460,P0A6U3,Gene Ontology (molecular function),flavin adenine dinucleotide binding [GO:0050660]
4461,P0A6U3,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4462,P0A6U3,Gene Ontology (cellular component), cytosolic tRNA wobble base thiouridylase complex [GO:0002144]
4463,P0A6U3,Gene Ontology (biological process), response to UV [GO:0009411]
4464,P0A6U3,Gene Ontology (biological process), tRNA methylation [GO:0030488]
4465,P0A6U3,Gene Ontology (biological process), tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation [GO:0002926]
4466,P0A6U3,Gene Ontology (biological process), tRNA wobble uridine modification [GO:0002098]
4467,MNMG_ECOLI,Gene Ontology (biological process),regulation of cytoplasmic translational fidelity [GO:0140018]
4468,MNMG_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4469,MNMG_ECOLI,Gene Ontology (molecular function),flavin adenine dinucleotide binding [GO:0050660]
4470,MNMG_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4471,MNMG_ECOLI,Gene Ontology (cellular component), cytosolic tRNA wobble base thiouridylase complex [GO:0002144]
4472,MNMG_ECOLI,Gene Ontology (biological process), response to UV [GO:0009411]
4473,MNMG_ECOLI,Gene Ontology (biological process), tRNA methylation [GO:0030488]
4474,MNMG_ECOLI,Gene Ontology (biological process), tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation [GO:0002926]
4475,MNMG_ECOLI,Gene Ontology (biological process), tRNA wobble uridine modification [GO:0002098]
4476,P0A6U5,Gene Ontology (biological process),rRNA base methylation [GO:0070475]
4477,P0A6U5,Gene Ontology (cellular component),cytosol [GO:0005829]
4478,P0A6U5,Gene Ontology (molecular function),rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]
4479,RSMG_ECOLI,Gene Ontology (biological process),rRNA base methylation [GO:0070475]
4480,RSMG_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4481,RSMG_ECOLI,Gene Ontology (molecular function),rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]
4482,P0A6U8,Gene Ontology (biological process),DNA damage response [GO:0006974]
4483,P0A6U8,Gene Ontology (cellular component),cytosol [GO:0005829]
4484,P0A6U8,Gene Ontology (molecular function),"alpha-1,4-glucan glucosyltransferase (ADP-glucose donor) activity [GO:0009011]"
4485,P0A6U8,Gene Ontology (molecular function)," alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity [GO:0004373]"
4486,P0A6U8,Gene Ontology (biological process), glycogen biosynthetic process [GO:0005978]
4487,GLGA_ECOLI,Gene Ontology (biological process),DNA damage response [GO:0006974]
4488,GLGA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4489,GLGA_ECOLI,Gene Ontology (molecular function),"alpha-1,4-glucan glucosyltransferase (ADP-glucose donor) activity [GO:0009011]"
4490,GLGA_ECOLI,Gene Ontology (molecular function)," alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity [GO:0004373]"
4491,GLGA_ECOLI,Gene Ontology (biological process), glycogen biosynthetic process [GO:0005978]
4492,P0A6V1,Gene Ontology (biological process),glycogen biosynthetic process [GO:0005978]
4493,P0A6V1,Gene Ontology (cellular component),glucose-1-phosphate adenylyltransferase complex [GO:0010170]
4494,P0A6V1,Gene Ontology (molecular function),AMP binding [GO:0016208]
4495,P0A6V1,Gene Ontology (molecular function), ATP binding [GO:0005524]
4496,P0A6V1,Gene Ontology (molecular function), glucose-1-phosphate adenylyltransferase activity [GO:0008878]
4497,P0A6V1,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4498,P0A6V1,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
4499,P0A6V1,Gene Ontology (biological process), protein homotetramerization [GO:0051289]
4500,GLGC_ECOLI,Gene Ontology (biological process),glycogen biosynthetic process [GO:0005978]
4501,GLGC_ECOLI,Gene Ontology (cellular component),glucose-1-phosphate adenylyltransferase complex [GO:0010170]
4502,GLGC_ECOLI,Gene Ontology (molecular function),AMP binding [GO:0016208]
4503,GLGC_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
4504,GLGC_ECOLI,Gene Ontology (molecular function), glucose-1-phosphate adenylyltransferase activity [GO:0008878]
4505,GLGC_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4506,GLGC_ECOLI,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
4507,GLGC_ECOLI,Gene Ontology (biological process), protein homotetramerization [GO:0051289]
4508,P0A6V8,Gene Ontology (biological process),glycolytic process [GO:0006096]
4509,P0A6V8,Gene Ontology (cellular component),cytosol [GO:0005829]
4510,P0A6V8,Gene Ontology (molecular function),ATP binding [GO:0005524]
4511,P0A6V8,Gene Ontology (molecular function), D-glucose binding [GO:0005536]
4512,P0A6V8,Gene Ontology (molecular function), glucokinase activity [GO:0004340]
4513,GLK_ECOLI,Gene Ontology (biological process),glycolytic process [GO:0006096]
4514,GLK_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4515,GLK_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
4516,GLK_ECOLI,Gene Ontology (molecular function), D-glucose binding [GO:0005536]
4517,GLK_ECOLI,Gene Ontology (molecular function), glucokinase activity [GO:0004340]
4518,P0A6W0,Gene Ontology (biological process),glutamate biosynthetic process [GO:0006537]
4520,P0A6W0,Gene Ontology (molecular function),glutaminase activity [GO:0004359]
4521,P0A6W0,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4522,P0A6W0,Gene Ontology (biological process), glutamine catabolic process [GO:0006543]
4523,P0A6W0,Gene Ontology (biological process), negative regulation of growth [GO:0045926]
4524,GLSA2_ECOLI,Gene Ontology (biological process),glutamate biosynthetic process [GO:0006537]
4526,GLSA2_ECOLI,Gene Ontology (molecular function),glutaminase activity [GO:0004359]
4527,GLSA2_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4528,GLSA2_ECOLI,Gene Ontology (biological process), glutamine catabolic process [GO:0006543]
4529,GLSA2_ECOLI,Gene Ontology (biological process), negative regulation of growth [GO:0045926]
4530,P0A6W3,Gene Ontology (biological process),cell division [GO:0051301]
4531,P0A6W3,Gene Ontology (cellular component),membrane [GO:0016020]
4532,P0A6W3,Gene Ontology (molecular function),metal ion binding [GO:0046872]
4533,P0A6W3,Gene Ontology (molecular function), phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]
4534,P0A6W3,Gene Ontology (molecular function)," UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]"
4535,P0A6W3,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4536,P0A6W3,Gene Ontology (biological process), cell wall macromolecule biosynthetic process [GO:0044038]
4537,P0A6W3,Gene Ontology (biological process), cell wall organization [GO:0071555]
4538,P0A6W3,Gene Ontology (biological process), peptidoglycan biosynthetic process [GO:0009252]
4539,P0A6W3,Gene Ontology (biological process), regulation of cell shape [GO:0008360]
4540,MRAY_ECOLI,Gene Ontology (biological process),cell division [GO:0051301]
4541,MRAY_ECOLI,Gene Ontology (cellular component),membrane [GO:0016020]
4542,MRAY_ECOLI,Gene Ontology (molecular function),metal ion binding [GO:0046872]
4543,MRAY_ECOLI,Gene Ontology (molecular function), phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]
4544,MRAY_ECOLI,Gene Ontology (molecular function)," UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]"
4545,MRAY_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4546,MRAY_ECOLI,Gene Ontology (biological process), cell wall macromolecule biosynthetic process [GO:0044038]
4547,MRAY_ECOLI,Gene Ontology (biological process), cell wall organization [GO:0071555]
4548,MRAY_ECOLI,Gene Ontology (biological process), peptidoglycan biosynthetic process [GO:0009252]
4549,MRAY_ECOLI,Gene Ontology (biological process), regulation of cell shape [GO:0008360]
4550,P0A6W5,Gene Ontology (biological process),DNA-templated transcription elongation [GO:0006354]
4551,P0A6W5,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4552,P0A6W5,Gene Ontology (molecular function),bacterial-type RNA polymerase holo enzyme binding [GO:0001108]
4553,P0A6W5,Gene Ontology (molecular function), DNA binding [GO:0003677]
4554,P0A6W5,Gene Ontology (molecular function), RNA polymerase binding [GO:0070063]
4555,P0A6W5,Gene Ontology (cellular component), cytosol [GO:0005829]
4556,P0A6W5,Gene Ontology (biological process), regulation of DNA-templated transcription elongation [GO:0032784]
4557,GREA_ECOLI,Gene Ontology (biological process),DNA-templated transcription elongation [GO:0006354]
4558,GREA_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4559,GREA_ECOLI,Gene Ontology (molecular function),bacterial-type RNA polymerase holo enzyme binding [GO:0001108]
4560,GREA_ECOLI,Gene Ontology (molecular function), DNA binding [GO:0003677]
4561,GREA_ECOLI,Gene Ontology (molecular function), RNA polymerase binding [GO:0070063]
4562,GREA_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4563,GREA_ECOLI,Gene Ontology (biological process), regulation of DNA-templated transcription elongation [GO:0032784]
4564,P0A6W9,Gene Ontology (biological process),cellular response to arsenic-containing substance [GO:0071243]
4565,P0A6W9,Gene Ontology (cellular component),cytosol [GO:0005829]
4566,P0A6W9,Gene Ontology (molecular function),ATP binding [GO:0005524]
4567,P0A6W9,Gene Ontology (molecular function), glutamate-cysteine ligase activity [GO:0004357]
4568,P0A6W9,Gene Ontology (molecular function), metal ion binding [GO:0046872]
4569,P0A6W9,Gene Ontology (biological process), cellular response to mercury ion [GO:0071288]
4570,P0A6W9,Gene Ontology (biological process), glutathione biosynthetic process [GO:0006750]
4571,P0A6W9,Gene Ontology (biological process), hyperosmotic response [GO:0006972]
4572,GSH1_ECOLI,Gene Ontology (biological process),cellular response to arsenic-containing substance [GO:0071243]
4573,GSH1_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4574,GSH1_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
4575,GSH1_ECOLI,Gene Ontology (molecular function), glutamate-cysteine ligase activity [GO:0004357]
4576,GSH1_ECOLI,Gene Ontology (molecular function), metal ion binding [GO:0046872]
4577,GSH1_ECOLI,Gene Ontology (biological process), cellular response to mercury ion [GO:0071288]
4578,GSH1_ECOLI,Gene Ontology (biological process), glutathione biosynthetic process [GO:0006750]
4579,GSH1_ECOLI,Gene Ontology (biological process), hyperosmotic response [GO:0006972]
4580,P0A6X1,Gene Ontology (biological process),protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]
4582,P0A6X1,Gene Ontology (molecular function),glutamyl-tRNA reductase activity [GO:0008883]
4583,P0A6X1,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4584,P0A6X1,Gene Ontology (molecular function), NADP binding [GO:0050661]
4585,HEM1_ECOLI,Gene Ontology (biological process),protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]
4587,HEM1_ECOLI,Gene Ontology (molecular function),glutamyl-tRNA reductase activity [GO:0008883]
4588,HEM1_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4589,HEM1_ECOLI,Gene Ontology (molecular function), NADP binding [GO:0050661]
4590,P0A6X3,Gene Ontology (biological process),"positive regulation of translation, ncRNA-mediated [GO:0045975]"
4591,P0A6X3,Gene Ontology (cellular component),bacterial nucleoid [GO:0043590]
4592,P0A6X3,Gene Ontology (molecular function),ATP binding [GO:0005524]
4593,P0A6X3,Gene Ontology (molecular function), bent DNA binding [GO:0003681]
4594,P0A6X3,Gene Ontology (molecular function), DNA binding [GO:0003677]
4595,P0A6X3,Gene Ontology (molecular function), RNA binding [GO:0003723]
4596,P0A6X3,Gene Ontology (molecular function), RNA folding chaperone [GO:0140691]
4597,P0A6X3,Gene Ontology (molecular function), tRNA binding [GO:0000049]
4598,P0A6X3,Gene Ontology (cellular component), cytosol [GO:0005829]
4599,P0A6X3,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
4600,P0A6X3,Gene Ontology (biological process), regulation of RNA stability [GO:0043487]
4601,P0A6X3,Gene Ontology (biological process)," regulation of translation, ncRNA-mediated [GO:0045974]"
4602,P0A6X3,Gene Ontology (biological process), sRNA-mediated post-transcriptional gene silencing [GO:0040033]
4603,P0A6X3,Gene Ontology (biological process), tRNA processing [GO:0008033]
4604,HFQ_ECOLI,Gene Ontology (biological process),"positive regulation of translation, ncRNA-mediated [GO:0045975]"
4605,HFQ_ECOLI,Gene Ontology (cellular component),bacterial nucleoid [GO:0043590]
4606,HFQ_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
4607,HFQ_ECOLI,Gene Ontology (molecular function), bent DNA binding [GO:0003681]
4608,HFQ_ECOLI,Gene Ontology (molecular function), DNA binding [GO:0003677]
4609,HFQ_ECOLI,Gene Ontology (molecular function), RNA binding [GO:0003723]
4610,HFQ_ECOLI,Gene Ontology (molecular function), RNA folding chaperone [GO:0140691]
4611,HFQ_ECOLI,Gene Ontology (molecular function), tRNA binding [GO:0000049]
4612,HFQ_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4613,HFQ_ECOLI,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
4614,HFQ_ECOLI,Gene Ontology (biological process), regulation of RNA stability [GO:0043487]
4615,HFQ_ECOLI,Gene Ontology (biological process)," regulation of translation, ncRNA-mediated [GO:0045974]"
4616,HFQ_ECOLI,Gene Ontology (biological process), sRNA-mediated post-transcriptional gene silencing [GO:0040033]
4617,HFQ_ECOLI,Gene Ontology (biological process), tRNA processing [GO:0008033]
4618,P0A6X7,Gene Ontology (biological process),DNA recombination [GO:0006310]
4619,P0A6X7,Gene Ontology (cellular component),cytosol [GO:0005829]
4620,P0A6X7,Gene Ontology (molecular function),DNA binding [GO:0003677]
4621,P0A6X7,Gene Ontology (molecular function), DNA-binding transcription activator activity [GO:0001216]
4622,P0A6X7,Gene Ontology (molecular function), structural constituent of chromatin [GO:0030527]
4623,P0A6X7,Gene Ontology (molecular function), transcription cis-regulatory region binding [GO:0000976]
4624,P0A6X7,Gene Ontology (cellular component), IHF-DNA complex [GO:1990177]
4625,P0A6X7,Gene Ontology (cellular component), protein-DNA complex [GO:0032993]
4626,P0A6X7,Gene Ontology (biological process), DNA replication [GO:0006260]
4627,P0A6X7,Gene Ontology (biological process), DNA-templated transcription [GO:0006351]
4628,P0A6X7,Gene Ontology (biological process), regulation of translation [GO:0006417]
4629,IHFA_ECOLI,Gene Ontology (biological process),DNA recombination [GO:0006310]
4630,IHFA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4631,IHFA_ECOLI,Gene Ontology (molecular function),DNA binding [GO:0003677]
4632,IHFA_ECOLI,Gene Ontology (molecular function), DNA-binding transcription activator activity [GO:0001216]
4633,IHFA_ECOLI,Gene Ontology (molecular function), structural constituent of chromatin [GO:0030527]
4634,IHFA_ECOLI,Gene Ontology (molecular function), transcription cis-regulatory region binding [GO:0000976]
4635,IHFA_ECOLI,Gene Ontology (cellular component), IHF-DNA complex [GO:1990177]
4636,IHFA_ECOLI,Gene Ontology (cellular component), protein-DNA complex [GO:0032993]
4637,IHFA_ECOLI,Gene Ontology (biological process), DNA replication [GO:0006260]
4638,IHFA_ECOLI,Gene Ontology (biological process), DNA-templated transcription [GO:0006351]
4639,IHFA_ECOLI,Gene Ontology (biological process), regulation of translation [GO:0006417]
4640,P0A6Y1,Gene Ontology (biological process),DNA recombination [GO:0006310]
4641,P0A6Y1,Gene Ontology (cellular component),chromosome [GO:0005694]
4642,P0A6Y1,Gene Ontology (molecular function),DNA binding [GO:0003677]
4643,P0A6Y1,Gene Ontology (molecular function), structural constituent of chromatin [GO:0030527]
4644,P0A6Y1,Gene Ontology (cellular component), cytosol [GO:0005829]
4645,P0A6Y1,Gene Ontology (cellular component), IHF-DNA complex [GO:1990177]
4646,P0A6Y1,Gene Ontology (biological process), DNA replication [GO:0006260]
4647,P0A6Y1,Gene Ontology (biological process), DNA-templated transcription [GO:0006351]
4648,P0A6Y1,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
4649,P0A6Y1,Gene Ontology (biological process), regulation of translation [GO:0006417]
4650,IHFB_ECOLI,Gene Ontology (biological process),DNA recombination [GO:0006310]
4651,IHFB_ECOLI,Gene Ontology (cellular component),chromosome [GO:0005694]
4652,IHFB_ECOLI,Gene Ontology (molecular function),DNA binding [GO:0003677]
4653,IHFB_ECOLI,Gene Ontology (molecular function), structural constituent of chromatin [GO:0030527]
4654,IHFB_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4655,IHFB_ECOLI,Gene Ontology (cellular component), IHF-DNA complex [GO:1990177]
4656,IHFB_ECOLI,Gene Ontology (biological process), DNA replication [GO:0006260]
4657,IHFB_ECOLI,Gene Ontology (biological process), DNA-templated transcription [GO:0006351]
4658,IHFB_ECOLI,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
4659,IHFB_ECOLI,Gene Ontology (biological process), regulation of translation [GO:0006417]
4660,P0A6Y5,Gene Ontology (biological process),maintenance of unfolded protein [GO:0036506]
4661,P0A6Y5,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4662,P0A6Y5,Gene Ontology (molecular function),identical protein binding [GO:0042802]
4663,P0A6Y5,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4664,P0A6Y5,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4665,P0A6Y5,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4666,P0A6Y5,Gene Ontology (cellular component), cytosol [GO:0005829]
4667,P0A6Y5,Gene Ontology (biological process), protein refolding [GO:0042026]
4668,P0A6Y5,Gene Ontology (biological process), response to heat [GO:0009408]
4669,P0A6Y5,Gene Ontology (biological process), response to oxidative stress [GO:0006979]
4670,HSLO_ECOLI,Gene Ontology (biological process),maintenance of unfolded protein [GO:0036506]
4671,HSLO_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4672,HSLO_ECOLI,Gene Ontology (molecular function),identical protein binding [GO:0042802]
4673,HSLO_ECOLI,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4674,HSLO_ECOLI,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4675,HSLO_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4676,HSLO_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4677,HSLO_ECOLI,Gene Ontology (biological process), protein refolding [GO:0042026]
4678,HSLO_ECOLI,Gene Ontology (biological process), response to heat [GO:0009408]
4679,HSLO_ECOLI,Gene Ontology (biological process), response to oxidative stress [GO:0006979]
4680,P0A6Y8,Gene Ontology (biological process),cellular response to unfolded protein [GO:0034620]
4681,P0A6Y8,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4682,P0A6Y8,Gene Ontology (molecular function),ADP binding [GO:0043531]
